,N,L,N',L',S,J,T,MT,E
12514,6,0,26,0,1,1,0,0,0.0
12519,6,0,27,0,1,1,0,0,0.0
12524,6,0,28,0,1,1,0,0,0.0
12529,6,0,29,0,1,1,0,0,0.0
12534,6,0,30,0,1,1,0,0,0.0
12539,6,0,31,0,1,1,0,0,0.0
12544,6,0,32,0,1,1,0,0,0.0
12549,6,0,33,0,1,1,0,0,0.0
12554,6,0,34,0,1,1,0,0,0.0
12559,6,0,35,0,1,1,0,0,0.0
12564,6,0,36,0,1,1,0,0,0.0
12569,6,0,37,0,1,1,0,0,0.0
12574,6,0,38,0,1,1,0,0,0.0
12579,6,0,39,0,1,1,0,0,0.0
12584,6,0,40,0,1,1,0,0,0.0
12589,6,0,41,0,1,1,0,0,0.0
12594,6,0,42,0,1,1,0,0,0.0
12599,6,0,43,0,1,1,0,0,0.0
12604,6,0,44,0,1,1,0,0,0.0
12609,6,0,45,0,1,1,0,0,0.0
12614,6,0,46,0,1,1,0,0,0.0
12619,6,0,47,0,1,1,0,0,0.0
12624,6,0,48,0,1,1,0,0,0.0
12629,6,0,49,0,1,1,0,0,0.0
12634,6,0,50,0,1,1,0,0,0.0
12639,6,0,51,0,1,1,0,0,0.0
12644,6,0,52,0,1,1,0,0,0.0
12649,6,0,53,0,1,1,0,0,0.0
12654,6,0,54,0,1,1,0,0,0.0
12659,6,0,55,0,1,1,0,0,0.0
12664,6,0,56,0,1,1,0,0,0.0
12669,6,0,57,0,1,1,0,0,0.0
12674,6,0,58,0,1,1,0,0,0.0
12679,6,0,59,0,1,1,0,0,0.0
12684,6,0,60,0,1,1,0,0,0.0
12689,6,0,61,0,1,1,0,0,0.0
12694,6,0,62,0,1,1,0,0,0.0
12699,6,0,63,0,1,1,0,0,0.0
12704,6,0,64,0,1,1,0,0,0.0
12709,6,0,65,0,1,1,0,0,0.0
12714,6,0,66,0,1,1,0,0,0.0
12719,6,0,67,0,1,1,0,0,0.0
12724,6,0,68,0,1,1,0,0,0.0
12729,6,0,69,0,1,1,0,0,0.0
12734,6,0,70,0,1,1,0,0,0.0
12739,6,0,71,0,1,1,0,0,0.0
12744,6,0,72,0,1,1,0,0,0.0
12749,6,0,73,0,1,1,0,0,0.0
12754,6,0,74,0,1,1,0,0,0.0
12759,6,0,75,0,1,1,0,0,0.0
12764,6,0,76,0,1,1,0,0,0.0
12769,6,0,77,0,1,1,0,0,0.0
12774,6,0,78,0,1,1,0,0,0.0
12779,6,0,79,0,1,1,0,0,0.0
12784,6,0,80,0,1,1,0,0,0.0
12789,6,0,81,0,1,1,0,0,0.0
12794,6,0,82,0,1,1,0,0,0.0
12799,6,0,83,0,1,1,0,0,0.0
12804,6,0,84,0,1,1,0,0,0.0
12809,6,0,85,0,1,1,0,0,0.0
12814,6,0,86,0,1,1,0,0,0.0
12819,6,0,87,0,1,1,0,0,0.0
12824,6,0,88,0,1,1,0,0,0.0
12829,6,0,89,0,1,1,0,0,0.0
12834,6,0,90,0,1,1,0,0,0.0
12839,6,0,91,0,1,1,0,0,0.0
12844,6,0,92,0,1,1,0,0,0.0
12849,6,0,93,0,1,1,0,0,0.0
12854,6,0,94,0,1,1,0,0,0.0
12859,6,0,95,0,1,1,0,0,0.0
12864,6,0,96,0,1,1,0,0,0.0
12869,6,0,97,0,1,1,0,0,0.0
12874,6,0,98,0,1,1,0,0,0.0
12879,6,0,99,0,1,1,0,0,0.0
12884,6,0,100,0,1,1,0,0,0.0
14409,7,0,7,0,1,1,0,0,93.0
14414,7,0,8,0,1,1,0,0,49.4772675074
14419,7,0,9,0,1,1,0,0,0.0
14424,7,0,10,0,1,1,0,0,0.0
14429,7,0,11,0,1,1,0,0,0.0
14434,7,0,12,0,1,1,0,0,0.0
14439,7,0,13,0,1,1,0,0,0.0
14444,7,0,14,0,1,1,0,0,0.0
14449,7,0,15,0,1,1,0,0,0.0
14454,7,0,16,0,1,1,0,0,0.0
14459,7,0,17,0,1,1,0,0,0.0
14464,7,0,18,0,1,1,0,0,0.0
14469,7,0,19,0,1,1,0,0,0.0
14474,7,0,20,0,1,1,0,0,0.0
14479,7,0,21,0,1,1,0,0,0.0
14484,7,0,22,0,1,1,0,0,0.0
14489,7,0,23,0,1,1,0,0,0.0
14494,7,0,24,0,1,1,0,0,0.0
14499,7,0,25,0,1,1,0,0,0.0
14504,7,0,26,0,1,1,0,0,0.0
14509,7,0,27,0,1,1,0,0,0.0
14514,7,0,28,0,1,1,0,0,0.0
14519,7,0,29,0,1,1,0,0,0.0
14524,7,0,30,0,1,1,0,0,0.0
14529,7,0,31,0,1,1,0,0,0.0
14534,7,0,32,0,1,1,0,0,0.0
14539,7,0,33,0,1,1,0,0,0.0
14544,7,0,34,0,1,1,0,0,0.0
14549,7,0,35,0,1,1,0,0,0.0
14554,7,0,36,0,1,1,0,0,0.0
14559,7,0,37,0,1,1,0,0,0.0
14564,7,0,38,0,1,1,0,0,0.0
14569,7,0,39,0,1,1,0,0,0.0
14574,7,0,40,0,1,1,0,0,0.0
14579,7,0,41,0,1,1,0,0,0.0
14584,7,0,42,0,1,1,0,0,0.0
14589,7,0,43,0,1,1,0,0,0.0
14594,7,0,44,0,1,1,0,0,0.0
14599,7,0,45,0,1,1,0,0,0.0
14604,7,0,46,0,1,1,0,0,0.0
14609,7,0,47,0,1,1,0,0,0.0
14614,7,0,48,0,1,1,0,0,0.0
14619,7,0,49,0,1,1,0,0,0.0
14624,7,0,50,0,1,1,0,0,0.0
14629,7,0,51,0,1,1,0,0,0.0
14634,7,0,52,0,1,1,0,0,0.0
14639,7,0,53,0,1,1,0,0,0.0
14644,7,0,54,0,1,1,0,0,0.0
14649,7,0,55,0,1,1,0,0,0.0
14654,7,0,56,0,1,1,0,0,0.0
14659,7,0,57,0,1,1,0,0,0.0
14664,7,0,58,0,1,1,0,0,0.0
14669,7,0,59,0,1,1,0,0,0.0
14674,7,0,60,0,1,1,0,0,0.0
14679,7,0,61,0,1,1,0,0,0.0
14684,7,0,62,0,1,1,0,0,0.0
14689,7,0,63,0,1,1,0,0,0.0
14694,7,0,64,0,1,1,0,0,0.0
14699,7,0,65,0,1,1,0,0,0.0
14704,7,0,66,0,1,1,0,0,0.0
14709,7,0,67,0,1,1,0,0,0.0
14714,7,0,68,0,1,1,0,0,0.0
14719,7,0,69,0,1,1,0,0,0.0
14724,7,0,70,0,1,1,0,0,0.0
14729,7,0,71,0,1,1,0,0,0.0
14734,7,0,72,0,1,1,0,0,0.0
14739,7,0,73,0,1,1,0,0,0.0
14744,7,0,74,0,1,1,0,0,0.0
14749,7,0,75,0,1,1,0,0,0.0
14754,7,0,76,0,1,1,0,0,0.0
14759,7,0,77,0,1,1,0,0,0.0
14764,7,0,78,0,1,1,0,0,0.0
14769,7,0,79,0,1,1,0,0,0.0
14774,7,0,80,0,1,1,0,0,0.0
14779,7,0,81,0,1,1,0,0,0.0
14784,7,0,82,0,1,1,0,0,0.0
14789,7,0,83,0,1,1,0,0,0.0
14794,7,0,84,0,1,1,0,0,0.0
14799,7,0,85,0,1,1,0,0,0.0
14804,7,0,86,0,1,1,0,0,0.0
14809,7,0,87,0,1,1,0,0,0.0
14814,7,0,88,0,1,1,0,0,0.0
14819,7,0,89,0,1,1,0,0,0.0
14824,7,0,90,0,1,1,0,0,0.0
14829,7,0,91,0,1,1,0,0,0.0
14834,7,0,92,0,1,1,0,0,0.0
14839,7,0,93,0,1,1,0,0,0.0
14844,7,0,94,0,1,1,0,0,0.0
14849,7,0,95,0,1,1,0,0,0.0
14854,7,0,96,0,1,1,0,0,0.0
14859,7,0,97,0,1,1,0,0,0.0
14864,7,0,98,0,1,1,0,0,0.0
14869,7,0,99,0,1,1,0,0,0.0
14874,7,0,100,0,1,1,0,0,0.0
16383,8,0,8,0,1,1,0,0,105.0
16388,8,0,9,0,1,1,0,0,55.4797260267
16393,8,0,10,0,1,1,0,0,0.0
16398,8,0,11,0,1,1,0,0,0.0
16403,8,0,12,0,1,1,0,0,0.0
16408,8,0,13,0,1,1,0,0,0.0
16413,8,0,14,0,1,1,0,0,0.0
16418,8,0,15,0,1,1,0,0,0.0
16423,8,0,16,0,1,1,0,0,0.0
16428,8,0,17,0,1,1,0,0,0.0
16433,8,0,18,0,1,1,0,0,0.0
16438,8,0,19,0,1,1,0,0,0.0
16443,8,0,20,0,1,1,0,0,0.0
16448,8,0,21,0,1,1,0,0,0.0
16453,8,0,22,0,1,1,0,0,0.0
16458,8,0,23,0,1,1,0,0,0.0
16463,8,0,24,0,1,1,0,0,0.0
16468,8,0,25,0,1,1,0,0,0.0
16473,8,0,26,0,1,1,0,0,0.0
16478,8,0,27,0,1,1,0,0,0.0
16483,8,0,28,0,1,1,0,0,0.0
16488,8,0,29,0,1,1,0,0,0.0
16493,8,0,30,0,1,1,0,0,0.0
16498,8,0,31,0,1,1,0,0,0.0
16503,8,0,32,0,1,1,0,0,0.0
16508,8,0,33,0,1,1,0,0,0.0
16513,8,0,34,0,1,1,0,0,0.0
16518,8,0,35,0,1,1,0,0,0.0
16523,8,0,36,0,1,1,0,0,0.0
16528,8,0,37,0,1,1,0,0,0.0
16533,8,0,38,0,1,1,0,0,0.0
16538,8,0,39,0,1,1,0,0,0.0
16543,8,0,40,0,1,1,0,0,0.0
16548,8,0,41,0,1,1,0,0,0.0
16553,8,0,42,0,1,1,0,0,0.0
16558,8,0,43,0,1,1,0,0,0.0
16563,8,0,44,0,1,1,0,0,0.0
16568,8,0,45,0,1,1,0,0,0.0
16573,8,0,46,0,1,1,0,0,0.0
16578,8,0,47,0,1,1,0,0,0.0
16583,8,0,48,0,1,1,0,0,0.0
16588,8,0,49,0,1,1,0,0,0.0
16593,8,0,50,0,1,1,0,0,0.0
16598,8,0,51,0,1,1,0,0,0.0
16603,8,0,52,0,1,1,0,0,0.0
16608,8,0,53,0,1,1,0,0,0.0
16613,8,0,54,0,1,1,0,0,0.0
16618,8,0,55,0,1,1,0,0,0.0
16623,8,0,56,0,1,1,0,0,0.0
16628,8,0,57,0,1,1,0,0,0.0
16633,8,0,58,0,1,1,0,0,0.0
16638,8,0,59,0,1,1,0,0,0.0
16643,8,0,60,0,1,1,0,0,0.0
16648,8,0,61,0,1,1,0,0,0.0
16653,8,0,62,0,1,1,0,0,0.0
16658,8,0,63,0,1,1,0,0,0.0
16663,8,0,64,0,1,1,0,0,0.0
16668,8,0,65,0,1,1,0,0,0.0
16673,8,0,66,0,1,1,0,0,0.0
16678,8,0,67,0,1,1,0,0,0.0
16683,8,0,68,0,1,1,0,0,0.0
16688,8,0,69,0,1,1,0,0,0.0
16693,8,0,70,0,1,1,0,0,0.0
16698,8,0,71,0,1,1,0,0,0.0
16703,8,0,72,0,1,1,0,0,0.0
16708,8,0,73,0,1,1,0,0,0.0
16713,8,0,74,0,1,1,0,0,0.0
16718,8,0,75,0,1,1,0,0,0.0
16723,8,0,76,0,1,1,0,0,0.0
16728,8,0,77,0,1,1,0,0,0.0
16733,8,0,78,0,1,1,0,0,0.0
16738,8,0,79,0,1,1,0,0,0.0
16743,8,0,80,0,1,1,0,0,0.0
16748,8,0,81,0,1,1,0,0,0.0
16753,8,0,82,0,1,1,0,0,0.0
16758,8,0,83,0,1,1,0,0,0.0
16763,8,0,84,0,1,1,0,0,0.0
16768,8,0,85,0,1,1,0,0,0.0
16773,8,0,86,0,1,1,0,0,0.0
16778,8,0,87,0,1,1,0,0,0.0
16783,8,0,88,0,1,1,0,0,0.0
16788,8,0,89,0,1,1,0,0,0.0
16793,8,0,90,0,1,1,0,0,0.0
16798,8,0,91,0,1,1,0,0,0.0
16803,8,0,92,0,1,1,0,0,0.0
16808,8,0,93,0,1,1,0,0,0.0
16813,8,0,94,0,1,1,0,0,0.0
16818,8,0,95,0,1,1,0,0,0.0
16823,8,0,96,0,1,1,0,0,0.0
16828,8,0,97,0,1,1,0,0,0.0
16833,8,0,98,0,1,1,0,0,0.0
16838,8,0,99,0,1,1,0,0,0.0
16843,8,0,100,0,1,1,0,0,0.0
18336,9,0,9,0,1,1,0,0,117.0
18341,9,0,10,0,1,1,0,0,61.4817045958
18346,9,0,11,0,1,1,0,0,0.0
18351,9,0,12,0,1,1,0,0,0.0
18356,9,0,13,0,1,1,0,0,0.0
18361,9,0,14,0,1,1,0,0,0.0
18366,9,0,15,0,1,1,0,0,0.0
18371,9,0,16,0,1,1,0,0,0.0
18376,9,0,17,0,1,1,0,0,0.0
18381,9,0,18,0,1,1,0,0,0.0
18386,9,0,19,0,1,1,0,0,0.0
18391,9,0,20,0,1,1,0,0,0.0
18396,9,0,21,0,1,1,0,0,0.0
18401,9,0,22,0,1,1,0,0,0.0
18406,9,0,23,0,1,1,0,0,0.0
18411,9,0,24,0,1,1,0,0,0.0
18416,9,0,25,0,1,1,0,0,0.0
18421,9,0,26,0,1,1,0,0,0.0
18426,9,0,27,0,1,1,0,0,0.0
18431,9,0,28,0,1,1,0,0,0.0
18436,9,0,29,0,1,1,0,0,0.0
18441,9,0,30,0,1,1,0,0,0.0
18446,9,0,31,0,1,1,0,0,0.0
18451,9,0,32,0,1,1,0,0,0.0
18456,9,0,33,0,1,1,0,0,0.0
18461,9,0,34,0,1,1,0,0,0.0
18466,9,0,35,0,1,1,0,0,0.0
18471,9,0,36,0,1,1,0,0,0.0
18476,9,0,37,0,1,1,0,0,0.0
18481,9,0,38,0,1,1,0,0,0.0
18486,9,0,39,0,1,1,0,0,0.0
18491,9,0,40,0,1,1,0,0,0.0
18496,9,0,41,0,1,1,0,0,0.0
18501,9,0,42,0,1,1,0,0,0.0
18506,9,0,43,0,1,1,0,0,0.0
18511,9,0,44,0,1,1,0,0,0.0
18516,9,0,45,0,1,1,0,0,0.0
18521,9,0,46,0,1,1,0,0,0.0
18526,9,0,47,0,1,1,0,0,0.0
18531,9,0,48,0,1,1,0,0,0.0
18536,9,0,49,0,1,1,0,0,0.0
18541,9,0,50,0,1,1,0,0,0.0
18546,9,0,51,0,1,1,0,0,0.0
18551,9,0,52,0,1,1,0,0,0.0
18556,9,0,53,0,1,1,0,0,0.0
18561,9,0,54,0,1,1,0,0,0.0
18566,9,0,55,0,1,1,0,0,0.0
18571,9,0,56,0,1,1,0,0,0.0
18576,9,0,57,0,1,1,0,0,0.0
18581,9,0,58,0,1,1,0,0,0.0
18586,9,0,59,0,1,1,0,0,0.0
18591,9,0,60,0,1,1,0,0,0.0
18596,9,0,61,0,1,1,0,0,0.0
18601,9,0,62,0,1,1,0,0,0.0
18606,9,0,63,0,1,1,0,0,0.0
18611,9,0,64,0,1,1,0,0,0.0
18616,9,0,65,0,1,1,0,0,0.0
18621,9,0,66,0,1,1,0,0,0.0
18626,9,0,67,0,1,1,0,0,0.0
18631,9,0,68,0,1,1,0,0,0.0
18636,9,0,69,0,1,1,0,0,0.0
18641,9,0,70,0,1,1,0,0,0.0
18646,9,0,71,0,1,1,0,0,0.0
18651,9,0,72,0,1,1,0,0,0.0
18656,9,0,73,0,1,1,0,0,0.0
18661,9,0,74,0,1,1,0,0,0.0
18666,9,0,75,0,1,1,0,0,0.0
18671,9,0,76,0,1,1,0,0,0.0
18676,9,0,77,0,1,1,0,0,0.0
18681,9,0,78,0,1,1,0,0,0.0
18686,9,0,79,0,1,1,0,0,0.0
18691,9,0,80,0,1,1,0,0,0.0
18696,9,0,81,0,1,1,0,0,0.0
18701,9,0,82,0,1,1,0,0,0.0
18706,9,0,83,0,1,1,0,0,0.0
18711,9,0,84,0,1,1,0,0,0.0
18716,9,0,85,0,1,1,0,0,0.0
18721,9,0,86,0,1,1,0,0,0.0
18726,9,0,87,0,1,1,0,0,0.0
18731,9,0,88,0,1,1,0,0,0.0
18736,9,0,89,0,1,1,0,0,0.0
18741,9,0,90,0,1,1,0,0,0.0
18746,9,0,91,0,1,1,0,0,0.0
18751,9,0,92,0,1,1,0,0,0.0
18756,9,0,93,0,1,1,0,0,0.0
18761,9,0,94,0,1,1,0,0,0.0
18766,9,0,95,0,1,1,0,0,0.0
18771,9,0,96,0,1,1,0,0,0.0
18776,9,0,97,0,1,1,0,0,0.0
18781,9,0,98,0,1,1,0,0,0.0
18786,9,0,99,0,1,1,0,0,0.0
18791,9,0,100,0,1,1,0,0,0.0
20268,10,0,10,0,1,1,0,0,129.0
20273,10,0,11,0,1,1,0,0,67.4833312752
20278,10,0,12,0,1,1,0,0,0.0
20283,10,0,13,0,1,1,0,0,0.0
20288,10,0,14,0,1,1,0,0,0.0
20293,10,0,15,0,1,1,0,0,0.0
20298,10,0,16,0,1,1,0,0,0.0
20303,10,0,17,0,1,1,0,0,0.0
20308,10,0,18,0,1,1,0,0,0.0
20313,10,0,19,0,1,1,0,0,0.0
20318,10,0,20,0,1,1,0,0,0.0
20323,10,0,21,0,1,1,0,0,0.0
20328,10,0,22,0,1,1,0,0,0.0
20333,10,0,23,0,1,1,0,0,0.0
20338,10,0,24,0,1,1,0,0,0.0
20343,10,0,25,0,1,1,0,0,0.0
20348,10,0,26,0,1,1,0,0,0.0
20353,10,0,27,0,1,1,0,0,0.0
20358,10,0,28,0,1,1,0,0,0.0
20363,10,0,29,0,1,1,0,0,0.0
20368,10,0,30,0,1,1,0,0,0.0
20373,10,0,31,0,1,1,0,0,0.0
20378,10,0,32,0,1,1,0,0,0.0
20383,10,0,33,0,1,1,0,0,0.0
20388,10,0,34,0,1,1,0,0,0.0
20393,10,0,35,0,1,1,0,0,0.0
20398,10,0,36,0,1,1,0,0,0.0
20403,10,0,37,0,1,1,0,0,0.0
20408,10,0,38,0,1,1,0,0,0.0
20413,10,0,39,0,1,1,0,0,0.0
20418,10,0,40,0,1,1,0,0,0.0
20423,10,0,41,0,1,1,0,0,0.0
20428,10,0,42,0,1,1,0,0,0.0
20433,10,0,43,0,1,1,0,0,0.0
20438,10,0,44,0,1,1,0,0,0.0
20443,10,0,45,0,1,1,0,0,0.0
20448,10,0,46,0,1,1,0,0,0.0
20453,10,0,47,0,1,1,0,0,0.0
20458,10,0,48,0,1,1,0,0,0.0
20463,10,0,49,0,1,1,0,0,0.0
20468,10,0,50,0,1,1,0,0,0.0
20473,10,0,51,0,1,1,0,0,0.0
20478,10,0,52,0,1,1,0,0,0.0
20483,10,0,53,0,1,1,0,0,0.0
20488,10,0,54,0,1,1,0,0,0.0
20493,10,0,55,0,1,1,0,0,0.0
20498,10,0,56,0,1,1,0,0,0.0
20503,10,0,57,0,1,1,0,0,0.0
20508,10,0,58,0,1,1,0,0,0.0
20513,10,0,59,0,1,1,0,0,0.0
20518,10,0,60,0,1,1,0,0,0.0
20523,10,0,61,0,1,1,0,0,0.0
20528,10,0,62,0,1,1,0,0,0.0
20533,10,0,63,0,1,1,0,0,0.0
20538,10,0,64,0,1,1,0,0,0.0
20543,10,0,65,0,1,1,0,0,0.0
20548,10,0,66,0,1,1,0,0,0.0
20553,10,0,67,0,1,1,0,0,0.0
20558,10,0,68,0,1,1,0,0,0.0
20563,10,0,69,0,1,1,0,0,0.0
20568,10,0,70,0,1,1,0,0,0.0
20573,10,0,71,0,1,1,0,0,0.0
20578,10,0,72,0,1,1,0,0,0.0
20583,10,0,73,0,1,1,0,0,0.0
20588,10,0,74,0,1,1,0,0,0.0
20593,10,0,75,0,1,1,0,0,0.0
20598,10,0,76,0,1,1,0,0,0.0
20603,10,0,77,0,1,1,0,0,0.0
20608,10,0,78,0,1,1,0,0,0.0
20613,10,0,79,0,1,1,0,0,0.0
20618,10,0,80,0,1,1,0,0,0.0
20623,10,0,81,0,1,1,0,0,0.0
20628,10,0,82,0,1,1,0,0,0.0
20633,10,0,83,0,1,1,0,0,0.0
20638,10,0,84,0,1,1,0,0,0.0
20643,10,0,85,0,1,1,0,0,0.0
20648,10,0,86,0,1,1,0,0,0.0
20653,10,0,87,0,1,1,0,0,0.0
20658,10,0,88,0,1,1,0,0,0.0
20663,10,0,89,0,1,1,0,0,0.0
20668,10,0,90,0,1,1,0,0,0.0
20673,10,0,91,0,1,1,0,0,0.0
20678,10,0,92,0,1,1,0,0,0.0
20683,10,0,93,0,1,1,0,0,0.0
20688,10,0,94,0,1,1,0,0,0.0
20693,10,0,95,0,1,1,0,0,0.0
20698,10,0,96,0,1,1,0,0,0.0
20703,10,0,97,0,1,1,0,0,0.0
20708,10,0,98,0,1,1,0,0,0.0
20713,10,0,99,0,1,1,0,0,0.0
20718,10,0,100,0,1,1,0,0,0.0
22179,11,0,11,0,1,1,0,0,141.0
22184,11,0,12,0,1,1,0,0,73.4846922835
22189,11,0,13,0,1,1,0,0,0.0
22194,11,0,14,0,1,1,0,0,0.0
22199,11,0,15,0,1,1,0,0,0.0
22204,11,0,16,0,1,1,0,0,0.0
22209,11,0,17,0,1,1,0,0,0.0
22214,11,0,18,0,1,1,0,0,0.0
22219,11,0,19,0,1,1,0,0,0.0
22224,11,0,20,0,1,1,0,0,0.0
22229,11,0,21,0,1,1,0,0,0.0
22234,11,0,22,0,1,1,0,0,0.0
22239,11,0,23,0,1,1,0,0,0.0
22244,11,0,24,0,1,1,0,0,0.0
22249,11,0,25,0,1,1,0,0,0.0
22254,11,0,26,0,1,1,0,0,0.0
22259,11,0,27,0,1,1,0,0,0.0
22264,11,0,28,0,1,1,0,0,0.0
22269,11,0,29,0,1,1,0,0,0.0
22274,11,0,30,0,1,1,0,0,0.0
22279,11,0,31,0,1,1,0,0,0.0
22284,11,0,32,0,1,1,0,0,0.0
22289,11,0,33,0,1,1,0,0,0.0
22294,11,0,34,0,1,1,0,0,0.0
22299,11,0,35,0,1,1,0,0,0.0
22304,11,0,36,0,1,1,0,0,0.0
22309,11,0,37,0,1,1,0,0,0.0
22314,11,0,38,0,1,1,0,0,0.0
22319,11,0,39,0,1,1,0,0,0.0
22324,11,0,40,0,1,1,0,0,0.0
22329,11,0,41,0,1,1,0,0,0.0
22334,11,0,42,0,1,1,0,0,0.0
22339,11,0,43,0,1,1,0,0,0.0
22344,11,0,44,0,1,1,0,0,0.0
22349,11,0,45,0,1,1,0,0,0.0
22354,11,0,46,0,1,1,0,0,0.0
22359,11,0,47,0,1,1,0,0,0.0
22364,11,0,48,0,1,1,0,0,0.0
22369,11,0,49,0,1,1,0,0,0.0
22374,11,0,50,0,1,1,0,0,0.0
22379,11,0,51,0,1,1,0,0,0.0
22384,11,0,52,0,1,1,0,0,0.0
22389,11,0,53,0,1,1,0,0,0.0
22394,11,0,54,0,1,1,0,0,0.0
22399,11,0,55,0,1,1,0,0,0.0
22404,11,0,56,0,1,1,0,0,0.0
22409,11,0,57,0,1,1,0,0,0.0
22414,11,0,58,0,1,1,0,0,0.0
22419,11,0,59,0,1,1,0,0,0.0
22424,11,0,60,0,1,1,0,0,0.0
22429,11,0,61,0,1,1,0,0,0.0
22434,11,0,62,0,1,1,0,0,0.0
22439,11,0,63,0,1,1,0,0,0.0
22444,11,0,64,0,1,1,0,0,0.0
22449,11,0,65,0,1,1,0,0,0.0
22454,11,0,66,0,1,1,0,0,0.0
22459,11,0,67,0,1,1,0,0,0.0
22464,11,0,68,0,1,1,0,0,0.0
22469,11,0,69,0,1,1,0,0,0.0
22474,11,0,70,0,1,1,0,0,0.0
22479,11,0,71,0,1,1,0,0,0.0
22484,11,0,72,0,1,1,0,0,0.0
22489,11,0,73,0,1,1,0,0,0.0
22494,11,0,74,0,1,1,0,0,0.0
22499,11,0,75,0,1,1,0,0,0.0
22504,11,0,76,0,1,1,0,0,0.0
22509,11,0,77,0,1,1,0,0,0.0
22514,11,0,78,0,1,1,0,0,0.0
22519,11,0,79,0,1,1,0,0,0.0
22524,11,0,80,0,1,1,0,0,0.0
22529,11,0,81,0,1,1,0,0,0.0
22534,11,0,82,0,1,1,0,0,0.0
22539,11,0,83,0,1,1,0,0,0.0
22544,11,0,84,0,1,1,0,0,0.0
22549,11,0,85,0,1,1,0,0,0.0
22554,11,0,86,0,1,1,0,0,0.0
22559,11,0,87,0,1,1,0,0,0.0
22564,11,0,88,0,1,1,0,0,0.0
22569,11,0,89,0,1,1,0,0,0.0
22574,11,0,90,0,1,1,0,0,0.0
22579,11,0,91,0,1,1,0,0,0.0
22584,11,0,92,0,1,1,0,0,0.0
22589,11,0,93,0,1,1,0,0,0.0
22594,11,0,94,0,1,1,0,0,0.0
22599,11,0,95,0,1,1,0,0,0.0
22604,11,0,96,0,1,1,0,0,0.0
22609,11,0,97,0,1,1,0,0,0.0
22614,11,0,98,0,1,1,0,0,0.0
22619,11,0,99,0,1,1,0,0,0.0
22624,11,0,100,0,1,1,0,0,0.0
24069,12,0,12,0,1,1,0,0,153.0
24074,12,0,13,0,1,1,0,0,79.485847797
24079,12,0,14,0,1,1,0,0,0.0
24084,12,0,15,0,1,1,0,0,0.0
24089,12,0,16,0,1,1,0,0,0.0
24094,12,0,17,0,1,1,0,0,0.0
24099,12,0,18,0,1,1,0,0,0.0
24104,12,0,19,0,1,1,0,0,0.0
24109,12,0,20,0,1,1,0,0,0.0
24114,12,0,21,0,1,1,0,0,0.0
24119,12,0,22,0,1,1,0,0,0.0
24124,12,0,23,0,1,1,0,0,0.0
24129,12,0,24,0,1,1,0,0,0.0
24134,12,0,25,0,1,1,0,0,0.0
24139,12,0,26,0,1,1,0,0,0.0
24144,12,0,27,0,1,1,0,0,0.0
24149,12,0,28,0,1,1,0,0,0.0
24154,12,0,29,0,1,1,0,0,0.0
24159,12,0,30,0,1,1,0,0,0.0
24164,12,0,31,0,1,1,0,0,0.0
24169,12,0,32,0,1,1,0,0,0.0
24174,12,0,33,0,1,1,0,0,0.0
24179,12,0,34,0,1,1,0,0,0.0
24184,12,0,35,0,1,1,0,0,0.0
24189,12,0,36,0,1,1,0,0,0.0
24194,12,0,37,0,1,1,0,0,0.0
24199,12,0,38,0,1,1,0,0,0.0
24204,12,0,39,0,1,1,0,0,0.0
24209,12,0,40,0,1,1,0,0,0.0
24214,12,0,41,0,1,1,0,0,0.0
24219,12,0,42,0,1,1,0,0,0.0
24224,12,0,43,0,1,1,0,0,0.0
24229,12,0,44,0,1,1,0,0,0.0
24234,12,0,45,0,1,1,0,0,0.0
24239,12,0,46,0,1,1,0,0,0.0
24244,12,0,47,0,1,1,0,0,0.0
24249,12,0,48,0,1,1,0,0,0.0
24254,12,0,49,0,1,1,0,0,0.0
24259,12,0,50,0,1,1,0,0,0.0
24264,12,0,51,0,1,1,0,0,0.0
24269,12,0,52,0,1,1,0,0,0.0
24274,12,0,53,0,1,1,0,0,0.0
24279,12,0,54,0,1,1,0,0,0.0
24284,12,0,55,0,1,1,0,0,0.0
24289,12,0,56,0,1,1,0,0,0.0
24294,12,0,57,0,1,1,0,0,0.0
24299,12,0,58,0,1,1,0,0,0.0
24304,12,0,59,0,1,1,0,0,0.0
24309,12,0,60,0,1,1,0,0,0.0
24314,12,0,61,0,1,1,0,0,0.0
24319,12,0,62,0,1,1,0,0,0.0
24324,12,0,63,0,1,1,0,0,0.0
24329,12,0,64,0,1,1,0,0,0.0
24334,12,0,65,0,1,1,0,0,0.0
24339,12,0,66,0,1,1,0,0,0.0
24344,12,0,67,0,1,1,0,0,0.0
24349,12,0,68,0,1,1,0,0,0.0
24354,12,0,69,0,1,1,0,0,0.0
24359,12,0,70,0,1,1,0,0,0.0
24364,12,0,71,0,1,1,0,0,0.0
24369,12,0,72,0,1,1,0,0,0.0
24374,12,0,73,0,1,1,0,0,0.0
24379,12,0,74,0,1,1,0,0,0.0
24384,12,0,75,0,1,1,0,0,0.0
24389,12,0,76,0,1,1,0,0,0.0
24394,12,0,77,0,1,1,0,0,0.0
24399,12,0,78,0,1,1,0,0,0.0
24404,12,0,79,0,1,1,0,0,0.0
24409,12,0,80,0,1,1,0,0,0.0
24414,12,0,81,0,1,1,0,0,0.0
24419,12,0,82,0,1,1,0,0,0.0
24424,12,0,83,0,1,1,0,0,0.0
